title,provider,tags,date_range,description,bands,terms_of_use,snippet,spatial_coverage,temporal_coverage,citation,type,region,source_url,extraction_report,confidence,ml_classification,validation_results,ensemble_features
Datasets tagged mtbs in Earth Engine  |  Earth Engine Data Catalog  |  Google for Developers,,"['Gis Stack Exchange', 'Medium', 'Landcover', 'Landsat-Derived', 'Videos', 'Twitter', 'Github', 'Table', 'Gtac', 'Usda', 'Forest', 'Mtbs', 'Eros', 'Fire']",,...,[],,,,,,,,https://developers.google.com/earth-engine/datasets/tags/mtbs,{},"{'title': 1.0, 'description': 1.0, 'tags': 0.9}","{'spacy_entities': {'LOC': ['Earth Engine'], 'ORG': ['Earth Engine Data Catalog', 'Deutsch\n\n\nEspañol\n\n\nFrançais'], 'NORP': ['English'], 'GPE': ['Indonesia'], 'WORK_OF_ART': ['Home\n  \n    \n\n\n    Categories\n  \n    \n\n\n    All'], 'PERSON': ['Landsat\n   \n\n\n\n\n\n\n\n      MODIS\n   \n\n\n\n\n\n      ']}, 'title_entities': [('Earth Engine', 'LOC'), ('Earth Engine Data Catalog', 'ORG'), ('Google for Developers', 'ORG')], 'bert_classification': [{'label': 'LABEL_1', 'score': 0.5216779708862305}]}","{'spatial': {'valid': True, 'errors': [], 'enriched': {'geocoded_location': {'name': 'Google', 'coordinates': (42.35092, -71.0783603)}}}, 'temporal': {'valid': False, 'errors': [], 'enriched': {}}, 'quality': {'valid': True, 'score': 80, 'errors': [], 'enriched': {'quality_score': 80}}}","{'tfidf_features': 9, 'text_length': 92}"
"JRC Monthly Water Recurrence, v1.4  |  Earth Engine Data Catalog  |  Google for Developers",EC JRC / Google,"['Gis Stack Exchange', 'Medium', 'Landsat-Derived', 'Water', 'Geophysical\nGoogle\nHistory\nJrc\nLandsat-Derived\nMonthly\nSurface\nSurface-Ground-Water\nWater\nRecurrence', 'Twitter', 'Videos', 'Surface-Ground-Water', 'Surface', 'Google', 'Jrc', 'Geophysical', 'Monthly', 'History', 'Recurrence', 'Github']",,...,[],,,,,,,,https://developers.google.com/earth-engine/datasets/catalog/JRC_GSW1_4_MonthlyRecurrence,{},"{'title': 1.0, 'description': 1.0, 'tags': 0.9, 'provider': 0.8}","{'spacy_entities': {'PERSON': ['JRC', 'Landsat\n   \n\n\n\n\n\n\n\n      MODIS\n   \n\n\n\n\n\n      Senti'], 'ORG': ['Earth Engine Data Catalog', 'Google for Developers\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n      \n      Skip', 'Deutsch\n\n\nEspañol\n\n\nEspañol – América Latina\n\n\nFrançais', 'Italiano\n\n\nPolski\n\n\nPortuguês', 'Türkçe'], 'NORP': ['English'], 'GPE': ['Indonesia', 'বাংলা'], 'WORK_OF_ART': ['Home\n  \n    \n\n\n    Categories\n  \n    \n\n\n    All']}, 'title_entities': [('JRC Monthly Water Recurrence', 'ORG'), ('Earth Engine Data Catalog', 'ORG'), ('Google for Developers', 'ORG')], 'bert_classification': [{'label': 'LABEL_1', 'score': 0.5301188230514526}]}","{'spatial': {'valid': True, 'errors': [], 'enriched': {'geocoded_location': {'name': 'Google', 'coordinates': (42.35092, -71.0783603)}}}, 'temporal': {'valid': False, 'errors': [], 'enriched': {}}, 'quality': {'valid': True, 'score': 90, 'errors': [], 'enriched': {'quality_score': 90}}}","{'tfidf_features': 11, 'text_length': 90}"
EMIT L2A Estimated Surface Reflectance and Uncertainty and Masks 60 m  |  Earth Engine Data Catalog  |  Google for Developers,NASA Jet Propulsion Laboratory,"['Gis Stack Exchange', 'Medium', 'Reflectance', 'Videos', 'Emit', 'Twitter', 'Github', 'Daily', 'Satellite-Imagery', 'Daily\nEmit\nNasa\nReflectance\nSatellite-Imagery', 'Nasa']",,...,[],,,,,,,,https://developers.google.com/earth-engine/datasets/catalog/NASA_EMIT_L2A_RFL,{},"{'title': 1.0, 'description': 1.0, 'tags': 0.9, 'provider': 0.8}","{'spacy_entities': {'CARDINAL': ['60'], 'ORG': ['Earth Engine Data Catalog', 'Google for Developers\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n      \n      Skip', 'Deutsch\n\n\nEspañol\n\n\nEspañol – América Latina\n\n\nFrançais', 'Italiano\n\n\nPolski\n\n\nPortuguês', 'Türkçe'], 'NORP': ['English'], 'GPE': ['Indonesia', 'বাংলা'], 'WORK_OF_ART': ['Home\n  \n    \n\n\n    Categories\n  \n    \n\n\n    All']}, 'title_entities': [('60', 'CARDINAL'), ('Earth Engine Data Catalog', 'ORG'), ('Google for Developers', 'ORG')], 'bert_classification': [{'label': 'LABEL_1', 'score': 0.5422378778457642}]}","{'spatial': {'valid': True, 'errors': [], 'enriched': {'geocoded_location': {'name': 'Uncertainty', 'coordinates': (35.4640175, -105.9332396)}}}, 'temporal': {'valid': False, 'errors': [], 'enriched': {}}, 'quality': {'valid': True, 'score': 90, 'errors': [], 'enriched': {'quality_score': 90}}}","{'tfidf_features': 14, 'text_length': 125}"
WHRC Pantropical National Level Carbon Stock Dataset  |  Earth Engine Data Catalog  |  Google for Developers,WHRC,"['Gis Stack Exchange', 'Medium', 'Tropical', 'Carbon', 'Videos', 'Twitter', 'Aboveground', 'Biomass', 'Aboveground\nBiomass\nCarbon\nForest-Biomass\nGeophysical\nUmd\nPantropical\nTropical\nWhrc', 'Forest-Biomass', 'Pantropical', 'Umd', 'Geophysical', 'Whrc', 'Github']",,...,[],,,,,,,,https://developers.google.com/earth-engine/datasets/catalog/WHRC_biomass_tropical,{},"{'title': 1.0, 'description': 1.0, 'tags': 0.9, 'provider': 0.8}","{'spacy_entities': {'ORG': ['WHRC Pantropical National Level Carbon Stock Dataset', 'Earth Engine Data Catalog', 'Google for Developers\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n      \n      Skip', 'Deutsch\n\n\nEspañol\n\n\nEspañol – América Latina\n\n\nFrançais', 'Italiano\n\n\nPolski\n\n\nPortuguês', 'Türkçe'], 'NORP': ['English'], 'GPE': ['Indonesia', 'বাংলা'], 'WORK_OF_ART': ['Home\n  \n    \n\n\n    Categories\n  \n    \n\n\n    All']}, 'title_entities': [('WHRC Pantropical National Level Carbon Stock Dataset', 'ORG'), ('Earth Engine Data Catalog', 'ORG'), ('Google for Developers', 'ORG')], 'bert_classification': [{'label': 'LABEL_1', 'score': 0.5184974074363708}]}","{'spatial': {'valid': True, 'errors': [], 'enriched': {'geocoded_location': {'name': 'Google', 'coordinates': (42.35092, -71.0783603)}}}, 'temporal': {'valid': False, 'errors': [], 'enriched': {}}, 'quality': {'valid': True, 'score': 90, 'errors': [], 'enriched': {'quality_score': 90}}}","{'tfidf_features': 13, 'text_length': 108}"
USGS Landsat 4 TM Collection 2 Tier 1 Raw Scenes  |  Earth Engine Data Catalog  |  Google for Developers,USGS,"['C2\nGlobal\nL4\nLandsat\nLt4\nRadiance\nSatellite-Imagery\nT1\nTier1\nTm\nUsgs', 'L4', 'Medium', 'Gis Stack Exchange', 'Usgs', 'Videos', 'Tier1', 'Twitter', 'Lt4', 'Radiance', 'T1', 'Landsat', 'Satellite-Imagery', 'Global', 'Tm', 'C2', 'Github']",,...,[],,,,,,,,https://developers.google.com/earth-engine/datasets/catalog/LANDSAT_LT04_C02_T1,{},"{'title': 1.0, 'description': 1.0, 'tags': 0.9, 'provider': 0.8}","{'spacy_entities': {'PERSON': ['USGS Landsat'], 'CARDINAL': ['4'], 'ORG': ['Earth Engine Data Catalog', 'Google for Developers\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n      \n      Skip', 'Deutsch\n\n\nEspañol\n\n\nEspañol – América Latina\n\n\nFrançais', 'Italiano\n\n\nPolski\n\n\nPortuguês', 'Türkçe'], 'NORP': ['English'], 'GPE': ['Indonesia', 'বাংলা'], 'WORK_OF_ART': ['Home\n  \n    \n\n\n\n    Categories\n  \n    \n\n\n\n    All']}, 'title_entities': [('USGS', 'ORG'), ('4', 'CARDINAL'), ('Earth Engine Data Catalog', 'ORG'), ('Google for Developers', 'ORG')], 'bert_classification': [{'label': 'LABEL_1', 'score': 0.520300567150116}]}","{'spatial': {'valid': True, 'errors': [], 'enriched': {'geocoded_location': {'name': 'Landsat', 'coordinates': (46.6724772, 13.9676416)}}}, 'temporal': {'valid': False, 'errors': [], 'enriched': {}}, 'quality': {'valid': True, 'score': 90, 'errors': [], 'enriched': {'quality_score': 90}}}","{'tfidf_features': 13, 'text_length': 104}"
NOAA AVHRR Pathfinder Version 5.3 Collated Global 4km Sea Surface Temperature  |  Earth Engine Data Catalog  |  Google for Developers,NOAA,"['Oceans', 'Sst', 'Sea-Ice', 'Medium', 'Wind', 'Gis Stack Exchange', 'Videos', 'Twitter', 'Temperature', 'Noaa', 'Avhrr\nNoaa\nOceans\nSst\nTemperature\nWind\nPathfinder\nSea-Ice', 'Pathfinder', 'Avhrr', 'Github']",,...,[],,,,,,,,https://developers.google.com/earth-engine/datasets/catalog/NOAA_CDR_SST_PATHFINDER_V53,{},"{'title': 1.0, 'description': 1.0, 'tags': 0.9, 'provider': 0.8}","{'spacy_entities': {'PERSON': ['NOAA'], 'CARDINAL': ['5.3'], 'ORG': ['Earth Engine Data Catalog', 'Google for Developers\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n      \n      Skip', 'Deutsch\n\n\nEspañol\n\n\nEspañol – América Latina\n\n\nFrançais', 'Italiano\n\n\nPolski\n\n\nPortuguês', 'Türkçe'], 'NORP': ['English'], 'GPE': ['Indonesia', 'বাংলা'], 'WORK_OF_ART': ['Home\n  \n    \n\n\n    Categories\n  \n    \n\n\n    All']}, 'title_entities': [('NOAA', 'ORG'), ('5.3', 'CARDINAL'), ('Earth Engine Data Catalog', 'ORG'), ('Google for Developers', 'ORG')], 'bert_classification': [{'label': 'LABEL_1', 'score': 0.539615273475647}]}","{'spatial': {'valid': True, 'errors': [], 'enriched': {'spatial_scope': 'global', 'geocoded_location': {'name': 'Google', 'coordinates': (42.35092, -71.0783603)}}}, 'temporal': {'valid': False, 'errors': [], 'enriched': {}}, 'quality': {'valid': True, 'score': 90, 'errors': [], 'enriched': {'quality_score': 90}}}","{'tfidf_features': 16, 'text_length': 133}"
VNP43IA4: BRDF/Albedo Quality Daily L3 Global 500m SIN Grid  |  Earth Engine Data Catalog  |  Google for Developers,NASA LP DAAC at the USGS EROS Center,"['Gis Stack Exchange', 'Medium', 'Viirs', 'Videos', 'Twitter', 'Surface', 'Github', 'Brdf', 'Satellite-Imagery', 'Brdf\nLand\nNasa\nNoaa\nSatellite-Imagery\nSurface\nViirs', 'Land', 'Noaa', 'Nasa']",,...,[],,,,,,,,https://developers.google.com/earth-engine/datasets/catalog/NASA_VIIRS_002_VNP43IA4,{},"{'title': 1.0, 'description': 1.0, 'tags': 0.9, 'provider': 0.8}","{'spacy_entities': {'ORG': ['BRDF/Albedo Quality Daily L3 Global 500', 'SIN', 'Earth Engine Data Catalog', 'Google for Developers\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n      \n      Skip', 'Deutsch\n\n\nEspañol\n\n\nEspañol – América Latina\n\n\nFrançais', 'Italiano\n\n\nPolski\n\n\nPortuguês', 'Türkçe'], 'NORP': ['English'], 'GPE': ['Indonesia', 'বাংলা'], 'WORK_OF_ART': ['Home\n  \n    \n\n\n\n    Categories\n  \n    \n\n\n\n    All']}, 'title_entities': [('BRDF/Albedo Quality Daily L3 Global 500', 'ORG'), ('SIN', 'ORG'), ('Earth Engine Data Catalog', 'ORG'), ('Google for Developers', 'ORG')], 'bert_classification': [{'label': 'LABEL_1', 'score': 0.5399037599563599}]}","{'spatial': {'valid': True, 'errors': [], 'enriched': {'spatial_scope': 'global', 'geocoded_location': {'name': 'Global', 'coordinates': (55.702215, 12.5592485)}}}, 'temporal': {'valid': False, 'errors': [], 'enriched': {}}, 'quality': {'valid': True, 'score': 90, 'errors': [], 'enriched': {'quality_score': 90}}}","{'tfidf_features': 16, 'text_length': 115}"
Datasets tagged countries in Earth Engine  |  Earth Engine Data Catalog  |  Google for Developers,"of boundaries (i.e., state, county) for every country in the world. Currently 199 total entities are tracked, including all 195 UN member states, Greenland, Taiwan, Niue, and Kosovo. Comprehensive Global …","['Gis Stack Exchange', 'Medium', 'Infrastructure-Boundaries', 'Videos', 'Twitter', 'Borders', 'Countries', 'Table', 'Fao', 'Dos', 'Political', 'Gaul', 'Github']",,...,[],,,,,,,,https://developers.google.com/earth-engine/datasets/tags/countries,{},"{'title': 1.0, 'description': 1.0, 'tags': 0.9, 'provider': 0.8}","{'spacy_entities': {'LOC': ['Earth Engine'], 'ORG': ['Earth Engine Data Catalog', 'Deutsch\n\n\nEspañol\n\n\nEspañol – América Latina\n\n\nFrançais', 'Italiano\n\n\nPolski\n\n\nPortuguês', 'Türkçe'], 'NORP': ['English'], 'GPE': ['Indonesia', 'বাংলা'], 'WORK_OF_ART': ['Home\n  \n    \n\n\n    Categories\n  \n    \n\n\n    All'], 'PERSON': ['Landsat\n   \n\n\n\n\n\n\n\n      MODIS\n   \n\n\n\n\n\n      ']}, 'title_entities': [('Earth Engine', 'LOC'), ('Earth Engine Data Catalog', 'ORG'), ('Google for Developers', 'ORG')], 'bert_classification': [{'label': 'LABEL_1', 'score': 0.5355696678161621}]}","{'spatial': {'valid': True, 'errors': [], 'enriched': {'geocoded_location': {'name': 'Google', 'coordinates': (42.35092, -71.0783603)}}}, 'temporal': {'valid': False, 'errors': [], 'enriched': {}}, 'quality': {'valid': True, 'score': 90, 'errors': [], 'enriched': {'quality_score': 90}}}","{'tfidf_features': 9, 'text_length': 97}"
Datasets tagged oxford in Earth Engine  |  Earth Engine Data Catalog  |  Google for Developers,,"['Vegetation', 'Twitter', 'Brightness', 'Github', 'Gis Stack Exchange', 'Landcover', 'Tcb', 'Landuse-Landcover', 'Map', 'Jrc', 'Population', 'Twente', 'Medium', 'Tasseled-Cap', 'Oxford', 'Evi', 'Climate', 'Lst', 'Videos', 'Surface-Temperature', 'Vegetation-Indices', 'Accessibility']",,...,[],,,,,,,,https://developers.google.com/earth-engine/datasets/tags/oxford,{},"{'title': 1.0, 'description': 1.0, 'tags': 0.9}","{'spacy_entities': {'LOC': ['Earth Engine'], 'ORG': ['Earth Engine Data Catalog', 'Deutsch\n\n\nEspañol\n\n\nEspañol – América Latina\n\n\nFrançais', 'Italiano\n\n\nPolski\n\n\nPortuguês', 'Türkçe'], 'NORP': ['English'], 'GPE': ['Indonesia', 'বাংলা'], 'WORK_OF_ART': ['Home\n  \n    \n\n\n    Categories\n  \n    \n\n\n    All'], 'PERSON': ['Landsat\n   \n\n\n\n\n\n\n\n      MODIS\n   \n\n\n\n\n\n      Sen']}, 'title_entities': [('Earth Engine', 'LOC'), ('Earth Engine Data Catalog', 'ORG'), ('Google for Developers', 'ORG')], 'bert_classification': [{'label': 'LABEL_1', 'score': 0.5319262742996216}]}","{'spatial': {'valid': True, 'errors': [], 'enriched': {'geocoded_location': {'name': 'Google', 'coordinates': (42.35092, -71.0783603)}}}, 'temporal': {'valid': False, 'errors': [], 'enriched': {}}, 'quality': {'valid': True, 'score': 80, 'errors': [], 'enriched': {'quality_score': 80}}}","{'tfidf_features': 9, 'text_length': 94}"
Datasets tagged cloud in Earth Engine  |  Earth Engine Data Catalog  |  Google for Developers,,"['Copernicus', 'Flux', 'Twitter', 'Google', 'Brightness', 'Fmask', 'Global', 'Atmosphere', 'Github', 'Gis Stack Exchange', 'Lasrc', 'Cfmask', 'Msi', 'L8Sr', 'Humidity', 'Esa', 'Cloud', 'Eu', 'Medium', 'Etm', 'L9Sr', 'Ncep', 'Satellite-Imagery', 'Climate', 'Atmospheric', 'Noaa', 'Avhrr', 'Cdr', 'Videos', 'Sentinel2-Derived', 'Radiance', 'Forecast', 'Dlr', 'Landsat', 'Geophysical']",,...,[],,,,,,,,https://developers.google.com/earth-engine/datasets/tags/cloud,{},"{'title': 1.0, 'description': 1.0, 'tags': 0.9}","{'spacy_entities': {'NORP': ['Earth Engine', 'English'], 'ORG': ['Earth Engine Data Catalog', 'Deutsch\n\n\nEspañol\n\n\nEspañol – América Latina\n\n\nFrançais', 'Italiano\n\n\nPolski\n\n\nPortuguês', 'Türkçe'], 'GPE': ['Indonesia', 'বাংলা'], 'WORK_OF_ART': ['Home\n  \n    \n\n\n    Categories\n  \n    \n\n\n    All'], 'PERSON': ['Landsat\n   \n\n\n\n\n\n\n\n      MODIS\n   \n\n\n\n\n\n      Sent']}, 'title_entities': [('Earth Engine', 'NORP'), ('Earth Engine Data Catalog', 'ORG'), ('Google for Developers', 'ORG')], 'bert_classification': [{'label': 'LABEL_1', 'score': 0.5316472053527832}]}","{'spatial': {'valid': True, 'errors': [], 'enriched': {'geocoded_location': {'name': 'Google', 'coordinates': (42.35092, -71.0783603)}}}, 'temporal': {'valid': False, 'errors': [], 'enriched': {}}, 'quality': {'valid': True, 'score': 80, 'errors': [], 'enriched': {'quality_score': 80}}}","{'tfidf_features': 9, 'text_length': 93}"
GLIMS Current: Global Land Ice Measurements From Space  |  Earth Engine Data Catalog  |  Google for Developers,National Snow and Ice Data Center (NSDIC),"['Gis Stack Exchange', 'Glims', 'Medium', 'Landcover', 'Videos', 'Twitter', 'Github', 'Table', 'Ice', 'Nsidc', 'Snow', 'Glacier', 'Cryosphere', 'Cryosphere\nGlacier\nGlims\nIce\nLandcover\nNasa\nNsidc\nSnow\nTable', 'Nasa']",,...,[],,,,,,,,https://developers.google.com/earth-engine/datasets/catalog/GLIMS_current,{},"{'title': 1.0, 'description': 1.0, 'tags': 0.9, 'provider': 0.8}","{'spacy_entities': {'ORG': ['Earth Engine Data Catalog', 'Google for Developers\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n      \n      Skip', 'Deutsch\n\n\nEspañol\n\n\nEspañol – América Latina\n\n\nFrançais', 'Italiano\n\n\nPolski\n\n\nPortuguês', 'Türkçe'], 'NORP': ['English'], 'GPE': ['Indonesia', 'বাংলা'], 'WORK_OF_ART': ['Home\n  \n    \n\n\n    Categories\n  \n    \n\n\n    All'], 'PERSON': ['Landsat\n   \n\n\n\n\n\n\n\n      MODIS']}, 'title_entities': [('Earth Engine Data Catalog', 'ORG'), ('Google for Developers', 'ORG')], 'bert_classification': [{'label': 'LABEL_1', 'score': 0.5323107242584229}]}","{'spatial': {'valid': True, 'errors': [], 'enriched': {'spatial_scope': 'global', 'geocoded_location': {'name': 'Current', 'coordinates': (39.1203217, -121.5475367)}}}, 'temporal': {'valid': True, 'errors': [], 'enriched': {'temporal_keyword': 'current'}}, 'quality': {'valid': True, 'score': 90, 'errors': [], 'enriched': {'quality_score': 90}}}","{'tfidf_features': 13, 'text_length': 110}"
Datasets tagged wcmc in Earth Engine  |  Earth Engine Data Catalog  |  Google for Developers,"of information on protected areas, updated monthly with submissions from governments, non-governmental organizations, landowners, and communities. It is managed by the United Nations Environment Programme's World Conservation Monitoring Centre (UNEP-WCMC) with …","['Iucn', 'Medium', 'Gis Stack Exchange', 'Carbon', 'Videos', 'Boundaries', 'Twitter', 'Biomass', 'Github', 'Mpa', 'Protected', 'Forest-Biomass', 'Ecosystems', 'Marine', 'Wcmc']",,...,[],,,,,,,,https://developers.google.com/earth-engine/datasets/tags/wcmc,{},"{'title': 1.0, 'description': 1.0, 'tags': 0.9, 'provider': 0.8}","{'spacy_entities': {'LOC': ['Earth Engine'], 'ORG': ['Earth Engine Data Catalog', 'Deutsch\n\n\nEspañol\n\n\nEspañol – América Latina\n\n\nFrançais', 'Italiano\n\n\nPolski\n\n\nPortuguês', 'Türkçe'], 'NORP': ['English'], 'GPE': ['Indonesia', 'বাংলা'], 'WORK_OF_ART': ['Home\n  \n    \n\n\n    Categories\n  \n    \n\n\n    All'], 'PERSON': ['Landsat\n   \n\n\n\n\n\n\n\n      MODIS\n   \n\n\n\n\n\n      Senti']}, 'title_entities': [('Earth Engine', 'LOC'), ('Earth Engine Data Catalog', 'ORG'), ('Google for Developers', 'ORG')], 'bert_classification': [{'label': 'LABEL_1', 'score': 0.5247422456741333}]}","{'spatial': {'valid': True, 'errors': [], 'enriched': {'geocoded_location': {'name': 'Google', 'coordinates': (42.35092, -71.0783603)}}}, 'temporal': {'valid': False, 'errors': [], 'enriched': {}}, 'quality': {'valid': True, 'score': 90, 'errors': [], 'enriched': {'quality_score': 90}}}","{'tfidf_features': 9, 'text_length': 92}"
GPM: Monthly Global Precipitation Measurement (GPM) v6  |  Earth Engine Data Catalog  |  Google for Developers,NASA GES DISC at NASA Goddard Space Flight Center,"['Gis Stack Exchange', 'Medium', 'Nasa', 'Climate\nGeophysical\nGpm\nImerg\nJaxa\nMonthly\nNasa\nPrecipitation\nWeather', 'Videos', 'Twitter', 'Weather', 'Github', 'Jaxa', 'Precipitation', 'Climate', 'Geophysical', 'Monthly', 'Imerg', 'Gpm']",,...,[],,,,,,,,https://developers.google.com/earth-engine/datasets/catalog/NASA_GPM_L3_IMERG_MONTHLY_V06,{},"{'title': 1.0, 'description': 1.0, 'tags': 0.9, 'provider': 0.8}","{'spacy_entities': {'PERSON': ['GPM', 'Landsat\n   \n\n\n\n\n\n\n\n      MODIS'], 'ORG': ['GPM', 'Earth Engine Data Catalog', 'Google for Developers\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n      \n      Skip', 'Deutsch\n\n\nEspañol\n\n\nEspañol – América Latina\n\n\nFrançais', 'Italiano\n\n\nPolski\n\n\nPortuguês', 'Türkçe'], 'NORP': ['English'], 'GPE': ['Indonesia', 'বাংলা'], 'WORK_OF_ART': ['Home\n  \n    \n\n\n    Categories\n  \n    \n\n\n    All']}, 'title_entities': [('GPM', 'ORG'), ('GPM', 'ORG'), ('Earth Engine Data Catalog', 'ORG'), ('Google for Developers', 'ORG')], 'bert_classification': [{'label': 'LABEL_1', 'score': 0.5396404266357422}]}","{'spatial': {'valid': True, 'errors': [], 'enriched': {'spatial_scope': 'global', 'geocoded_location': {'name': 'Google', 'coordinates': (42.35092, -71.0783603)}}}, 'temporal': {'valid': False, 'errors': [], 'enriched': {}}, 'quality': {'valid': True, 'score': 90, 'errors': [], 'enriched': {'quality_score': 90}}}","{'tfidf_features': 12, 'text_length': 110}"
Datasets tagged nir in Earth Engine  |  Earth Engine Data Catalog  |  Google for Developers,,"['Gis Stack Exchange', 'Multispectral', 'Medium', 'Aster', 'Videos', 'Twitter', 'Esa', 'Radiance', 'Github', 'Probav', 'Satellite-Imagery', 'Imagery', 'Proba', 'Nir', 'Nasa']",,...,[],,,,,,,,https://developers.google.com/earth-engine/datasets/tags/nir,{},"{'title': 1.0, 'description': 1.0, 'tags': 0.9}","{'spacy_entities': {'LOC': ['Earth Engine'], 'ORG': ['Earth Engine Data Catalog', 'Deutsch\n\n\nEspañol\n\n\nEspañol – América Latina\n\n\nFrançais', 'Italiano\n\n\nPolski\n\n\nPortuguês', 'Türkçe', 'Sentin'], 'NORP': ['English'], 'GPE': ['Indonesia', 'বাংলা'], 'WORK_OF_ART': ['Home\n  \n    \n\n\n    Categories\n  \n    \n\n\n    All'], 'PERSON': ['Landsat\n   \n\n\n\n\n\n\n\n      MODIS\n   \n\n\n\n\n\n      ']}, 'title_entities': [('Earth Engine', 'LOC'), ('Earth Engine Data Catalog', 'ORG'), ('Google for Developers', 'ORG')], 'bert_classification': [{'label': 'LABEL_1', 'score': 0.526761531829834}]}","{'spatial': {'valid': True, 'errors': [], 'enriched': {'geocoded_location': {'name': 'Google', 'coordinates': (42.35092, -71.0783603)}}}, 'temporal': {'valid': False, 'errors': [], 'enriched': {}}, 'quality': {'valid': True, 'score': 80, 'errors': [], 'enriched': {'quality_score': 80}}}","{'tfidf_features': 9, 'text_length': 91}"
Datasets tagged global in Earth Engine  |  Earth Engine Data Catalog  |  Google for Developers,,"['Photosynthesis', 'Google', '8-Day', 'Aod', 'Mod09Q1', 'Onset-Greenness', 'Fragmentation', 'Github', 'Sr', 'Climate-Change', 'Lasrc', 'Cfmask', 'Landuse-Landcover', 'Emissivity', 'Landuse', 'Modis', 'Ecoregions', 'L9', 'Humidity', 'Global-Pasture-Watch', 'Table', 'Satellite-Imagery', 'Fpar', 'Gls', 'Lst', 'Videos', 'L1', 'Landsat', 'Surface-Temperature', 'Geophysical', 'Lm4', 'Monthly', 'Mss', 'Albedo', 'Lt4', 'Twitter', 'Lm5', 'Lai', 'Daily', 'Plant-Productivity', 'Global', 'Lm3', 'Evapotranspiration', 'Nrt', 'Annual', 'Ocean', 'L8Sr', 'Land', 'Ecosystems', 'Cryosphere', 'Medium', 'Cloud', 'Etm', 'Forest', 'Ecmwf', 'Forecast', 'Wapor', 'Csp', 'Terra', 'Umd', 'Biodiversity', 'Ergo', 'Copernicus', 'Le7', 'Aspect', 'Vegetation', 'Mod11A2', 'Ndvi', 'Merced', '16-Day', 'Lm1', 'Burn', 'Maiac', 'Fmask', 'Conservation', 'Nasa', 'Reflectance', 'Elevation-Topography', 'Mangrove', 'Lc9', 'Dewpoint', 'Population', 'Forest-Biomass', 'Phenology', 'Aqua', 'Agriculture', 'Fire', 'L7', 'L2', 'Climate', 'Fao', 'Usgs', 'Boundaries', 'Radiance', 'Change-Detection', 'Brdf', 'L8', 'Toa', 'Ecosystem', 'C2', 'Atmosphere', 'Aerosol', 'Gis Stack Exchange', 'Landcover', 'Elevation', 'L3', 'Lc8', 'Esa', 'Landsat-Derived', 'Evi', 'L9Sr', 'Sentinel1-Derived', 'Oli-Tirs', 'Ciesin', 'Npp', 'L4', 'Crop', 'Gpp', 'Water', 'Mod16A2', 'Lm2', 'Drought', 'Black-Sky', 'L5', 'Water-Vapor', 'Mcd64A1', 'Lt5']",,...,[],,,,,,,,https://developers.google.com/earth-engine/datasets/tags/global,{},"{'title': 1.0, 'description': 1.0, 'tags': 0.9}","{'spacy_entities': {'LOC': ['Earth Engine'], 'ORG': ['Earth Engine Data Catalog', 'Deutsch\n\n\nEspañol\n\n\nEspañol – América Latina\n\n\nFrançais', 'Italiano\n\n\nPolski\n\n\nPortuguês', 'Türkçe'], 'NORP': ['English'], 'GPE': ['Indonesia', 'বাংলা'], 'WORK_OF_ART': ['Home\n  \n    \n\n\n    Categories\n  \n    \n\n\n    All'], 'PERSON': ['Landsat\n   \n\n\n\n\n\n\n\n      MODIS\n   \n\n\n\n\n\n      Sen']}, 'title_entities': [('Earth Engine', 'LOC'), ('Earth Engine Data Catalog', 'ORG'), ('Google for Developers', 'ORG')], 'bert_classification': [{'label': 'LABEL_1', 'score': 0.5310743451118469}]}","{'spatial': {'valid': True, 'errors': [], 'enriched': {'spatial_scope': 'global', 'geocoded_location': {'name': 'Google', 'coordinates': (42.35092, -71.0783603)}}}, 'temporal': {'valid': False, 'errors': [], 'enriched': {}}, 'quality': {'valid': True, 'score': 80, 'errors': [], 'enriched': {'quality_score': 80}}}","{'tfidf_features': 9, 'text_length': 94}"
